Time (seconds),Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Compass X,Compass Y,Compass Z,Wheel Speed Front Right,Wheel Speed Front Left,Wheel Speed Back Right,Wheel Speed Back Left,Average Wheel Speed,
3.004,-0.00546,-0.02182,1.0001,-1.31927,0.62439,-0.23486,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.053,-0.00343,-0.0214,1.00048,-0.98694,0.81573,-0.22144,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.104,-0.00534,-0.0219,1.00037,-0.79559,0.54382,-0.24828,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.153,-0.00431,-0.02159,1.00086,-0.66467,0.7251,-0.18789,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.204,-0.00538,-0.0214,1.00021,-0.92651,0.64453,-0.14092,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.254,-0.00496,-0.02262,1.00025,-0.77545,0.4834,-0.23486,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.303,-0.00397,-0.02182,1.00071,-0.78552,0.51361,-0.28854,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.353,-0.00515,-0.02178,1.00021,-1.02722,0.31219,-0.40262,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.404,-0.0053,-0.02083,1.0004,-0.93658,0.55389,-0.22815,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.453,-0.00496,-0.02186,1.00056,-0.67474,0.66467,-0.02684,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.503,-0.00492,-0.0222,1.00067,-0.85602,0.69489,-0.24828,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.554,-0.00496,-0.02148,1.00044,-0.81573,0.78552,-0.04026,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.604,-0.00572,-0.02132,1.0009,-1.02722,0.7251,-0.22815,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.653,-0.00481,-0.02125,1.0006,-0.9668,0.42297,-0.10065,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.703,-0.00473,-0.02182,1.00018,-0.87616,0.69489,-0.17447,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.753,-0.00523,-0.02125,1.00086,-0.81573,0.66467,0.02013,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.803,-0.00465,-0.02201,1.0001,-0.88623,0.73517,-0.22144,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.854,-0.00549,-0.02159,1.00067,-0.7251,0.73517,-0.26841,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.903,-0.00576,-0.02155,1.00037,-1.10779,0.61432,-0.0671,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.954,-0.00526,-0.02113,1.00067,-0.97351,0.52368,-0.17447,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.004,-0.00534,-0.02136,1.00048,-0.80566,0.4129,-0.12079,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.053,-0.00431,-0.0222,1.00014,-0.87616,0.58411,-0.26841,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.104,-0.005,-0.02094,1.00033,-0.91644,0.62439,-0.08723,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.154,-0.00526,-0.02373,1.0001,-0.90637,0.56396,0.04697,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.204,-0.00408,-0.02277,1.00063,-0.85602,0.61432,-0.18118,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.253,-0.00572,-0.02132,1.00006,-0.75531,0.60425,-0.1275,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.303,-0.00496,-0.02399,1.0004,-0.71503,0.54382,0.04026,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.354,-0.0034,-0.02052,1.00121,-0.79559,0.67474,-0.44288,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.403,-0.00706,-0.02193,1.00037,-0.86609,0.62439,-0.25499,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.453,-0.00378,-0.02132,1.00079,-0.62439,0.56396,-0.26841,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.504,-0.00534,-0.0206,1.00101,-0.58411,0.59418,-0.22815,-0.39693,0.44238,-0.78174,0.0,0.0,0.0,0.0,0.0,
4.553,-0.0074,-0.02113,1.00067,-0.9668,0.6546,-0.1275,-0.39996,0.44541,-0.78174,0.0,0.0,0.0,0.0,0.0,
4.604,-0.00401,-0.02148,1.00094,-0.92651,0.71503,-0.18118,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.653,-0.00656,-0.02125,0.99991,-0.75531,0.62439,-0.1946,-0.39996,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.703,-0.005,-0.02216,1.00033,-0.9668,0.66467,-0.50327,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.754,-0.00462,-0.02159,1.00056,-0.80566,0.70496,-0.2617,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.803,-0.00561,-0.02163,0.99995,-0.8963,0.86609,-0.10065,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.853,0.00462,-0.00767,1.0062,-0.82581,0.86609,-0.41604,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.904,-0.01808,-0.04005,0.98938,-0.69489,0.59418,0.17447,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
4.954,-0.20557,-0.02136,0.98869,-1.12793,1.07758,-0.11407,-0.39996,0.44541,-0.78174,0.3946238550646552,0.0,0.0,0.0,0.0986559637661638,
5.003,-0.17124,-0.00248,0.98808,-0.95673,1.60126,1.09378,-0.39996,0.44541,-0.78174,0.9992599766116065,0.0,0.0,0.0,0.24981499415290162,
5.053,0.01122,-0.06107,0.98328,-0.66467,-0.22156,0.88576,-0.40299,0.44541,-0.78174,1.2655920946055403,0.0,0.0,0.0,0.3163980236513851,
5.104,0.08057,-0.009,1.02539,1.43005,-5.31738,-0.10736,-0.39996,0.44541,-0.78174,0.8651990254398177,0.0,0.0,0.0,0.21629975635995444,
5.153,0.14748,-0.0658,0.96748,-0.58411,0.93658,-1.12733,-0.39996,0.44844,-0.77871,0.842590595340811,0.0,0.0,0.0,0.21064764883520276,
5.204,0.21183,-0.01923,1.00052,-1.03729,0.49347,-0.49656,-0.39996,0.44844,-0.77871,0.24874235863474273,0.0,0.0,0.0,0.06218558965868568,
5.253,0.14481,-0.02426,0.99724,-1.16821,0.92651,-0.77168,-0.39996,0.44844,-0.77871,-0.24861570773930752,0.0,0.0,0.0,-0.06215392693482688,
5.303,0.12791,-0.02213,0.99842,-0.80566,0.73517,0.02684,-0.40299,0.44844,-0.77871,-0.7220425138632163,0.0,0.0,0.0,-0.18051062846580407,
5.354,0.08774,-0.03525,1.03775,-1.78253,2.71912,-2.30163,-0.39996,0.44541,-0.78174,-1.02687960042061,0.0,0.0,0.0,-0.2567199001051525,
5.404,0.02205,-0.02979,1.02093,-1.02722,0.73517,-0.6509,-0.39996,0.44541,-0.78174,-1.2064601921757034,0.0,0.0,0.0,-0.30161504804392586,
5.453,-0.02934,-0.01282,0.96821,-1.68182,0.86609,-0.46301,-0.39996,0.44541,-0.78477,-1.06018455692767,0.0,0.0,0.0,-0.2650461392319175,
5.503,-0.08068,-0.05116,0.98957,0.14099,-1.47034,-0.53682,-0.39996,0.44541,-0.7878,-0.94733058481153,0.0,0.0,0.0,-0.2368326462028825,
5.554,-0.06542,-0.02682,0.99785,-1.08765,0.62439,-0.43617,-0.39693,0.44541,-0.7878,-0.8493078707058994,0.0,0.0,0.0,-0.21232696767647485,
5.603,-0.07526,-0.02747,0.9985,-0.76538,0.46326,-0.23486,-0.3939,0.44541,-0.79083,-0.6000015360039321,0.0,0.0,0.0,-0.15000038400098303,
5.653,-0.11959,-0.02758,0.99659,-0.76538,0.81573,-0.10736,-0.39693,0.44541,-0.79083,-0.35758421823507874,0.0,0.0,0.0,-0.08939605455876969,
5.704,-0.11238,-0.01762,1.0022,-0.83588,0.73517,-0.2617,-0.3939,0.44541,-0.79083,-0.11439176525711608,0.0,0.0,0.0,-0.02859794131427902,
5.754,-0.0629,-0.02007,1.00132,-0.90637,0.44312,0.11407,-0.39693,0.44541,-0.79083,0.11916564978645515,0.0,0.0,0.0,0.029791412446613787,
5.803,-0.0272,-0.02445,1.00056,-0.80566,0.79559,-0.42275,-0.39693,0.44541,-0.79083,0.266238413304253,0.0,0.0,0.0,0.06655960332606325,
5.853,0.02361,-0.02327,0.99941,-0.84595,0.62439,-0.12079,-0.39996,0.44541,-0.79083,0.23838947882338582,0.0,0.0,0.0,0.059597369705846455,
5.903,0.04353,-0.02373,0.99964,-0.77545,0.50354,-0.08052,-0.39693,0.44541,-0.79083,0.11439176525711608,0.0,0.0,0.0,0.02859794131427902,
5.953,0.03819,-0.0222,1.00056,-0.67474,0.49347,-0.20802,-0.39693,0.44541,-0.79083,0.05719923270661278,0.0,0.0,0.0,0.014299808176653194,
6.003,6.1E-4,-0.02281,0.99972,-0.76538,0.56396,-0.24828,-0.39693,0.44541,-0.79083,0.05719923270661278,0.0,0.0,0.0,0.014299808176653194,
6.054,-0.04166,-0.02495,0.99949,-1.01715,0.6546,-0.04026,-0.3939,0.44541,-0.79083,-0.038643603339796606,0.0,0.0,0.0,-0.009660900834949152,
6.103,-0.10262,-0.01839,1.00182,-1.02722,0.87616,0.07381,-0.39693,0.44541,-0.7878,0.11916564978645515,0.0,0.0,0.0,0.029791412446613787,
6.153,-0.14042,-0.02171,0.99312,-0.95673,1.11786,-0.08723,-0.39693,0.44541,-0.78477,0.5399101589495507,0.0,0.0,0.0,0.1349775397373877,
6.204,-0.04318,-0.01114,1.0054,-0.85602,0.21149,0.06039,-0.39693,0.44238,-0.78477,0.9006505270092227,0.0,0.0,0.0,0.22516263175230566,
6.253,0.07198,-0.00538,1.00197,-0.83588,1.35956,-0.10736,-0.39996,0.44238,-0.78174,0.8753174484613087,0.0,0.0,0.0,0.21882936211532716,
6.304,0.08724,-0.03479,0.99773,-0.50354,0.57404,-0.20131,-0.39996,0.44541,-0.78174,0.5835798374566751,0.0,0.0,0.0,0.14589495936416877,
6.353,0.0655,-0.01247,1.00304,-0.74524,0.67474,0.09394,-0.39996,0.44541,-0.78174,0.373018525592055,0.0,0.0,0.0,0.09325463139801375,
6.404,0.09846,-0.02224,1.00147,-0.9668,0.49347,-0.04697,-0.40299,0.44541,-0.78174,0.06151962328335643,0.0,0.0,0.0,0.015379905820839108,
6.454,0.05985,-0.02525,0.99998,-0.71503,0.51361,-0.11407,-0.40299,0.44541,-0.77871,-0.11919473941169291,0.0,0.0,0.0,-0.029798684852923227,
6.503,0.09403,-0.01766,1.00178,-1.18835,0.54382,-0.30196,-0.40299,0.44541,-0.78174,-0.373018525592055,0.0,0.0,0.0,-0.09325463139801375,
6.554,0.05348,-0.02285,0.97897,-1.03729,0.71503,-0.718,-0.39996,0.44541,-0.78174,-0.6216183959261616,0.0,0.0,0.0,-0.1554045989815404,
6.603,0.00614,-0.00973,1.00983,-1.03729,-0.1712,-0.28183,-0.39996,0.44541,-0.78174,-0.8078553701916449,0.0,0.0,0.0,-0.20196384254791122,
6.654,-0.04753,-0.01213,0.9906,-0.9198,0.55054,0.04921,-0.39845,0.44541,-0.78477,-0.6523463593854375,0.0,0.0,0.0,-0.16308658984635938,
6.703,-0.06153,-0.01091,1.00273,-1.23871,-0.03021,0.38249,-0.39693,0.44541,-0.78477,-0.49729471674092934,0.0,0.0,0.0,-0.12432367918523234,
6.753,-0.07626,-0.0214,0.99911,-1.01715,0.37262,-0.03355,-0.39693,0.44541,-0.7878,-0.2953462876153032,0.0,0.0,0.0,-0.0738365719038258,
6.804,-0.051,-0.02071,1.00048,-0.98694,0.57404,-0.26841,-0.39693,0.44541,-0.7878,-0.11439176525711608,0.0,0.0,0.0,-0.02859794131427902,
6.854,-0.03883,-0.02014,1.00128,-0.70496,0.62439,-0.06039,-0.3939,0.44541,-0.7878,-0.038138034054518474,0.0,0.0,0.0,-0.009534508513629619,
6.903,-0.00343,-0.02411,1.00147,-0.78552,0.71503,-0.02013,-0.39693,0.44541,-0.7878,-0.038138034054518474,0.0,0.0,0.0,-0.009534508513629619,
6.954,-0.00164,-0.01205,0.99495,-0.77545,0.70496,0.24157,-0.39693,0.44541,-0.7878,-0.038138034054518474,0.0,0.0,0.0,-0.009534508513629619,
7.003,0.00969,-0.02323,0.9996,-0.97687,0.73517,-0.02684,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.054,-0.01972,-0.01751,0.99594,-0.98694,0.79559,-0.28854,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.103,0.00809,-0.02193,0.99888,-0.95673,0.47333,-0.22815,-0.3939,0.44541,-0.78477,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.153,-0.00748,-0.02563,0.99964,-0.66467,0.57404,-0.2617,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.204,-0.00374,-0.023,1.00105,-1.04736,0.6546,-0.22144,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.253,-0.0037,-0.02163,0.99964,-0.98694,0.70496,-0.30196,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.303,-0.00423,-0.02041,1.00075,-0.82581,0.51361,-0.35565,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.354,-0.00317,-0.0235,0.99987,-0.90637,0.37262,-0.05368,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.404,-0.00484,-0.02007,1.00075,-0.79559,0.64453,-0.09394,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.453,-0.00435,-0.02209,1.00044,-0.79559,0.53375,-0.17447,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.504,-0.00614,-0.02365,1.00075,-0.99701,0.85602,-0.18789,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.553,-0.00458,-0.02064,1.00018,-0.9668,0.58411,-0.35565,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.604,-0.0045,-0.02289,1.0009,-0.75531,0.51361,-0.08723,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.653,-0.00381,-0.02164,1.00034,-0.77881,0.65125,-0.27289,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.704,-0.00462,-0.02266,1.00105,-0.56396,0.63446,-0.08052,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.753,-0.0042,-0.02163,1.00033,-0.93658,0.54382,-0.12079,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.803,-0.0053,-0.02262,1.00048,-0.99701,0.64453,-0.34222,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.853,-0.00359,-0.02132,1.00082,-0.61432,0.4834,-0.28183,-0.39996,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.904,-0.00477,-0.02182,1.00067,-0.82581,0.47333,-0.25499,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
7.954,-0.00488,-0.0211,1.00071,-0.95673,0.6546,-0.08052,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.003,-0.0045,-0.02171,1.00025,-0.82581,0.51361,-0.18118,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.054,-0.00492,-0.02209,1.00025,-0.80566,0.44312,-0.23486,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.103,-0.0037,-0.02216,1.00109,-0.79559,0.51361,-0.23486,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.154,-0.00538,-0.02155,1.00044,-0.69489,0.53375,-0.44288,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.203,-0.00393,-0.02094,1.00048,-0.85602,0.70496,-0.30867,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.253,-0.00546,-0.02399,1.00056,-0.62439,0.78552,-0.03355,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.304,-0.0032,-0.02056,1.00033,-1.12793,0.38269,0.00671,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.353,-0.00542,-0.02205,1.00018,-1.10779,0.77545,-0.0671,-0.3939,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.404,-0.00359,-0.02171,1.00063,-0.91644,0.4834,-0.25499,-0.39693,0.44541,-0.79083,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
8.453,-0.00538,-0.02155,1.00006,-0.7251,0.55389,-0.12079,-0.39693,0.44541,-0.7878,0.006515455285420725,0.0,0.0,0.0,0.0016288638213551813,
