Time (seconds),Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Compass X,Compass Y,Compass Z,Wheel Speed Front Right,Wheel Speed Front Left,Wheel Speed Back Right,Wheel Speed Back Left,Average Wheel Speed,
0.955,-0.00446,-0.02262,0.99991,-0.8963,0.58411,-0.14763,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.005,-0.00546,-0.02174,1.00067,-0.92651,0.70496,-0.18118,-0.39693,0.44238,-0.78477,0.0,0.0,0.0,0.0,0.0,
1.054,-0.00546,-0.02201,1.0004,-1.08765,0.43304,-0.14763,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.104,-0.00404,-0.02182,1.00037,-0.83588,0.45319,-0.08723,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.154,-0.00492,-0.02171,1.0006,-0.95673,0.69489,-0.02013,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.205,-0.00507,-0.02251,1.00029,-0.94666,0.51361,-0.32209,-0.3939,0.44238,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.255,-0.00515,-0.02148,1.00086,-0.77545,0.62439,-0.17447,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.305,-0.00477,-0.02262,1.00044,-0.84595,0.45319,-0.21473,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.354,-0.00427,-0.02243,1.00079,-0.94666,0.57404,-0.2617,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.404,-0.00496,-0.02205,1.0004,-0.60425,0.64453,-0.3892,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.455,-0.00587,-0.02365,1.00086,-0.68481,0.61432,-0.30196,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.504,-0.0034,-0.02155,1.0009,-0.94666,0.32227,-0.33551,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.554,-0.00591,-0.02277,1.00021,-0.83588,0.52368,-0.14763,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.605,-0.00538,-0.02281,1.00044,-0.98694,0.56396,-0.1946,-0.3939,0.44238,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.654,-0.00313,-0.02182,1.00014,-0.84595,0.60425,-0.22144,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.704,-0.00584,-0.0222,1.00121,-0.78552,0.63446,-0.14092,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.755,-0.00656,-0.02113,1.00094,-0.74524,0.2417,-0.02013,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.805,-0.00427,-0.02171,1.00006,-0.99701,0.71503,-0.44959,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.854,-0.00565,-0.02285,1.0006,-0.70496,0.42297,-0.00671,-0.3939,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
1.905,-0.00504,-0.02167,1.00025,-0.8963,0.67474,-0.40262,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.954,-0.00484,-0.02209,1.0004,-1.00708,0.83588,-0.14092,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.005,-0.00511,-0.02228,1.00063,-0.73517,0.80566,-0.13421,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.054,-0.00557,-0.02129,1.00067,-0.92651,0.74524,-0.18789,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.104,-0.00465,-0.02243,0.99976,-0.86609,0.50354,-0.2617,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.155,-0.00381,-0.0219,1.00056,-0.73517,0.42297,-0.29525,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.204,-0.00633,-0.02151,1.00063,-0.94666,0.56396,0.10065,-0.39693,0.44238,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.255,-0.00286,-0.02277,1.00033,-0.79559,0.71503,-0.20131,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.304,-0.00496,-0.02098,1.00075,-0.92651,0.70496,-0.42946,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.354,-0.00538,-0.02357,1.00067,-0.8963,0.6546,-0.25499,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.404,-0.00298,-0.02117,1.00067,-1.09772,0.62439,-0.15434,-0.3939,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
2.455,-0.00599,-0.02304,1.00075,-0.76538,0.61432,-0.0671,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.505,-0.00389,-0.02182,1.0009,-0.71503,0.52368,-0.10736,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.555,-0.00343,-0.02113,0.99979,-0.80566,0.47333,-0.18789,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.604,-0.00679,-0.02327,1.0001,-0.95673,0.60425,-0.12079,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.654,-0.00347,-0.02144,1.00056,-0.93658,0.60425,-0.18118,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.705,-0.0058,-0.02239,1.00033,-0.87616,0.64453,-0.16776,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.755,-0.00656,-0.02235,0.99983,-0.73517,0.62439,-0.16105,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.805,-0.00378,-0.02129,1.00052,-0.75531,0.79559,-0.03355,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.854,-0.00675,-0.02197,1.00109,-0.86609,0.4834,-0.26841,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.905,-0.00282,-0.02205,1.00094,-0.97687,0.55389,-0.05368,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.954,-0.00423,-0.02262,1.00063,-0.76538,0.33234,-0.34222,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.004,-0.00557,-0.02113,1.00063,-0.62439,0.69489,-0.07381,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.054,-0.00443,-0.0222,1.00037,-0.67474,0.6546,-0.12079,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.105,-0.00587,-0.02171,1.00056,-0.87616,0.47333,-0.12079,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.155,-0.00488,-0.02167,1.00056,-0.88623,0.47333,-0.20131,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.204,-0.00622,-0.02174,1.00067,-0.83588,0.35248,-0.22815,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.255,-0.00469,-0.02289,0.99926,-0.94666,0.54382,-0.24157,-0.3939,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.304,-0.00401,-0.02159,1.00063,-0.94666,0.73517,-0.28183,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.354,-0.00507,-0.02182,1.00014,-0.87616,0.69489,-0.37578,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.405,-0.00462,-0.02174,1.00002,-0.4834,0.43304,-0.10065,-0.3939,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
3.455,-0.00679,-0.02087,1.00143,-0.81573,0.43304,-0.22144,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.504,-0.00343,-0.02377,1.00014,-0.80566,0.57404,-0.30867,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.555,-0.00488,-0.02117,1.00143,-0.73517,0.32227,-0.3288,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.604,-0.00614,-0.02243,1.0006,-0.87616,0.82581,-0.20802,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.655,-0.00397,-0.02308,1.00018,-0.76538,0.53375,-0.22815,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.705,-0.00465,-0.02148,1.00014,-1.00708,0.6546,-0.2617,-0.39693,0.44238,-0.7878,0.0,0.0,0.0,0.0,0.0,
3.754,-0.00496,-0.02171,1.00147,-0.81573,0.58411,-0.37578,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.804,-0.00618,-0.02319,1.00105,-0.77545,0.61432,-0.1946,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.854,-0.00504,-0.02129,1.00048,-0.63446,0.59418,-0.17447,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.905,-0.00546,-0.02174,1.0004,-1.08765,0.73517,-0.15434,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
3.954,-0.00488,-0.0219,1.00075,-0.98694,0.54382,-0.16776,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.005,-0.00523,-0.02327,1.00063,-0.74524,0.61432,-0.07381,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.055,-0.00462,-0.0219,0.99976,-0.57404,0.39276,-0.22144,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
4.105,-0.00496,-0.02151,1.00048,-0.52368,0.53375,-0.15434,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.155,-0.00568,-0.02308,1.00025,-0.98694,0.6546,-0.10736,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.204,-0.00359,-0.02182,1.00063,-0.87616,0.59418,-0.23486,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.254,-0.00645,-0.02232,1.0004,-0.85602,0.4834,-0.05368,-0.3939,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
4.305,-0.00347,-0.02422,1.0001,-0.80566,0.63446,-0.24828,-0.39693,0.44541,-0.79083,0.0,0.0,0.0,0.0,0.0,
