Time (seconds),Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Compass X,Compass Y,Compass Z,Wheel Speed Front Right,Wheel Speed Front Left,Wheel Speed Back Right,Wheel Speed Back Left,Average Wheel Speed,
8.208,-0.00397,-0.02205,1.00063,-0.90637,0.45319,-0.34893,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.257,-0.00439,-0.02293,1.00033,-0.98694,0.63446,-0.15434,-0.3939,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.308,-0.00515,-0.0227,1.0006,-0.7251,0.58411,-0.10736,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.357,-0.00427,-0.02182,1.00044,-0.98694,0.62439,-0.20131,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.407,-0.00557,-0.02239,1.00056,-0.79559,0.50354,-0.14092,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.458,-0.00511,-0.02163,1.00098,-0.69489,0.15106,-0.2617,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.507,-0.00477,-0.02167,1.00052,-0.70496,0.59418,-0.06039,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.557,-0.0053,-0.02197,1.00037,-0.79559,0.44312,-0.08052,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.608,-0.00446,-0.02201,1.0001,-0.99701,0.55389,-0.34222,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.657,-0.005,-0.02163,1.00082,-0.88623,0.53375,-0.15434,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.707,-0.00565,-0.02205,1.00052,-1.04736,0.79559,-0.08723,-0.39693,0.44844,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.758,-0.0045,-0.02201,1.00067,-0.83588,0.53375,-0.02013,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.808,-0.00477,-0.02132,1.00044,-0.98694,0.56396,-0.18118,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.857,-0.00515,-0.02251,1.00079,-0.77545,0.6546,-0.11407,-0.39996,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.907,-0.00416,-0.02132,1.00094,-1.01715,0.51361,-0.29525,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.958,-0.00538,-0.02262,1.0001,-0.93658,0.33234,-0.3288,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.008,-0.00404,-0.02075,0.99979,-0.85602,0.53375,-0.24157,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.057,-0.0042,-0.02346,1.00029,-0.71503,0.46326,-0.07381,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.108,-0.00378,-0.02174,1.00109,-0.84595,0.4834,-0.25499,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.157,-0.00595,-0.0219,1.00052,-0.74524,0.35248,-0.36236,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.208,-0.00481,-0.02209,1.00056,-0.95673,0.52368,-0.3892,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.257,-0.00446,-0.02239,1.00018,-0.73517,0.75531,-0.34893,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.308,-0.00519,-0.0211,1.00052,-0.99701,0.90637,-0.17447,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.357,-0.00534,-0.02281,1.0001,-0.7251,0.54382,-0.03355,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.407,-0.00416,-0.02193,1.00101,-0.61432,0.4834,-0.23486,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.457,-0.00565,-0.02186,1.00071,-0.87616,0.63446,-0.12079,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.507,-0.00381,-0.02094,1.00079,-0.83588,0.68481,-0.14763,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.558,-0.005,-0.02243,0.99834,-1.05743,0.60425,-0.14763,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.607,-0.00256,-0.02155,1.00052,-0.93658,0.42297,-0.21473,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.658,-0.00412,-0.02312,0.99987,-1.02722,0.73517,-0.18118,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.708,-0.00431,-0.02449,1.00071,-1.08765,0.68481,-0.20802,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.757,-0.00412,-0.0214,1.00037,-0.79559,0.71503,-0.18789,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.807,-0.00637,-0.02159,0.99987,-0.91644,0.62439,-0.30196,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.858,-0.00362,-0.0198,1.00166,-0.95673,0.59418,-0.40262,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.908,-0.00534,-0.02254,1.00048,-0.77545,0.45319,-0.18118,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
9.957,-0.00538,-0.023,1.00037,-0.90637,0.90637,-0.48314,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.007,-0.00427,-0.02045,1.00098,-1.03729,0.49347,-0.18118,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.058,-0.00523,-0.023,0.99945,-0.66467,0.27191,0.01342,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.107,-0.00454,-0.02094,1.00056,-0.69489,0.60425,-0.06039,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.157,-0.00626,-0.02319,1.00132,-0.92651,0.83588,-0.14092,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.208,-0.00427,-0.0219,1.00082,-0.75531,0.76538,-0.1275,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.257,-0.00481,-0.02319,1.00002,-0.57404,0.44312,-0.28183,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.308,-0.00481,-0.02254,1.00018,-0.8963,0.7251,-0.30196,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.357,-0.00443,-0.02251,1.0004,-0.81573,0.47333,-0.16105,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.407,-0.00549,-0.02216,1.00029,-1.03729,0.46326,-0.39591,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.458,-0.0058,-0.02213,0.99987,-0.69489,0.43304,-0.34893,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.508,-0.00256,-0.02487,1.00105,-0.78552,0.49347,-0.0671,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.558,-0.00595,-0.02144,0.99991,-0.78552,0.7251,0.06039,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.608,-0.0032,-0.02342,1.00082,-0.93658,0.6546,-0.09394,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.657,-0.00565,-0.02213,1.00098,-0.93658,0.37262,-0.11407,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.707,-0.0042,-0.02048,1.00018,-0.97687,0.55389,-0.22815,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.758,-0.00607,-0.02335,1.00147,-0.90637,0.67474,-0.50998,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.807,-0.00404,-0.02254,0.99976,-0.84595,0.42297,-0.24157,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.857,-0.00524,-0.02177,1.00052,-0.91309,0.51025,-0.15657,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.908,-0.00568,-0.02289,1.0022,-0.70496,0.64453,-0.00671,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
10.958,-0.00507,-0.02193,0.9996,-1.01715,0.64453,-0.24828,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
11.007,-0.00511,-0.02289,1.00124,-0.90637,0.78552,0.02684,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
11.058,-0.00443,-0.02331,1.00101,-0.80566,0.52368,-0.26841,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
11.108,-0.00523,-0.02113,0.99953,-0.85602,0.67474,-0.16105,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
11.157,-0.00324,-0.0238,0.99991,-0.68481,0.57404,-0.16105,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
11.207,-0.00355,-0.0222,1.00071,-0.8963,0.81573,-0.14092,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
