Time (seconds),Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Compass X,Compass Y,Compass Z,Wheel Speed Front Right,Wheel Speed Front Left,Wheel Speed Back Right,Wheel Speed Back Left,Average Wheel Speed,
0.757,-0.00534,-0.02171,1.00029,-0.8963,0.54382,-0.10065,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
0.807,-0.00374,-0.02171,1.00052,-0.91644,0.4834,-0.1946,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
0.858,-0.00477,-0.02239,1.00044,-0.79559,0.38269,-0.40933,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
0.908,-0.00416,-0.02125,1.00063,-1.00708,0.51361,-0.3288,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
0.958,-0.00439,-0.02266,0.99968,-0.56396,0.76538,-0.24157,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.007,-0.0042,-0.02178,1.0001,-0.68481,0.66467,-0.30196,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.057,-0.0045,-0.02224,1.00044,-0.8963,0.57404,-0.31538,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.107,-0.00458,-0.02239,1.00025,-0.79559,0.52368,-0.06039,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.157,-0.00511,-0.02174,1.00075,-0.8963,0.58411,0.02684,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.208,-0.00385,-0.02346,0.99979,-0.61432,0.71503,-0.21473,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.257,-0.00511,-0.02277,1.00117,-0.80566,0.43304,-0.15434,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.307,-0.00381,-0.02151,1.0004,-1.05743,0.6546,-0.10065,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.358,-0.00511,-0.02083,1.00105,-0.77545,0.56396,-0.08723,-0.39693,0.44541,-0.78477,0.0,0.0,0.0,0.0,0.0,
1.407,-0.00473,-0.02293,1.00025,-0.54382,0.4129,-0.1275,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.458,-0.0042,-0.02182,0.99979,-0.75531,0.64453,-0.2617,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.507,-0.00515,-0.02186,1.00101,-0.57404,0.78552,-0.0671,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.557,-0.00477,-0.02178,1.00014,-0.83588,0.68481,0.0,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.608,-0.00404,-0.02293,1.00025,-0.73517,0.70496,-0.17447,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.658,-0.0045,-0.0227,1.00018,-0.91644,0.54382,-0.22815,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.707,-0.00431,-0.02213,1.00048,-0.63446,0.56396,-0.07381,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.758,-0.00519,-0.02224,1.00018,-0.64453,0.30212,-0.24157,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.807,-0.00366,-0.02254,1.00094,-0.86609,0.26184,-0.35565,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.858,-0.00458,-0.02239,1.0001,-1.12793,0.62439,-0.08723,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.907,-2.7E-4,-0.02155,0.99949,-0.81573,0.76538,-0.26841,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
1.958,-0.01522,-0.02499,0.99819,-0.79559,0.36255,0.0,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.007,-0.00149,-0.01514,1.00327,-0.76538,0.51361,0.05368,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.057,-0.00671,-0.0235,1.00208,-0.81573,0.4834,-0.25499,-0.39996,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.108,-0.00938,-0.01968,1.00117,-0.99701,0.67474,-0.16105,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.158,1.1E-4,-0.02232,0.99792,-0.88623,0.26184,-0.20131,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.207,-0.01205,-0.02304,1.0001,-0.78552,0.62439,-0.24828,-0.3939,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.258,-0.04036,-0.01621,0.99899,-0.43304,0.82581,-0.21473,-0.39693,0.44541,-0.7878,0.0,0.0,0.0,0.0,0.0,
2.307,-0.14435,-0.04177,0.99411,-0.82581,0.7251,-0.5234,-0.39693,0.44541,-0.7878,0.2409777914867366,0.0,0.0,0.0,0.06024444787168415,
2.358,-0.15995,-0.0272,1.00311,-0.75531,1.0675,-0.67774,-0.39693,0.44541,-0.7878,0.6769461389158464,0.0,0.0,0.0,0.1692365347289616,
2.407,-0.0375,-0.00671,1.00636,-0.80566,0.83588,-0.30867,-0.39693,0.44238,-0.78477,0.9732776878036626,0.0,0.0,0.0,0.24331942195091566,
2.457,0.09254,-0.02865,0.99434,-0.92651,1.25885,-0.41604,-0.39996,0.44541,-0.78174,0.9018585501000462,0.0,0.0,0.0,0.22546463752501156,
2.507,0.13035,-0.02892,1.00208,-0.55389,0.47333,-0.54353,-0.39996,0.44541,-0.78174,0.43910184352517984,0.0,0.0,0.0,0.10977546088129496,
2.558,0.11345,-0.02174,1.0001,-0.92651,0.39276,-0.23486,-0.39996,0.44541,-0.77871,0.11919473941169291,0.0,0.0,0.0,0.029798684852923227,
2.607,0.05722,-0.01888,1.00132,-1.07758,0.58411,-0.3288,-0.39996,0.44541,-0.78174,-0.039458664996565515,0.0,0.0,0.0,-0.009864666249141379,
2.657,0.08041,-0.02373,1.00445,-1.38977,0.51361,-0.28854,-0.40299,0.44541,-0.78174,-0.3709874002785868,0.0,0.0,0.0,-0.0927468500696467,
2.707,0.07092,-0.02186,0.98934,-1.17828,0.38269,0.04697,-0.39996,0.44541,-0.78174,-0.5239771965124078,0.0,0.0,0.0,-0.13099429912810195,
2.757,0.05367,-0.00862,1.01124,-1.04736,-0.03021,-0.14763,-0.39693,0.44541,-0.78477,-0.8525738962334747,0.0,0.0,0.0,-0.21314347405836867,
2.808,-0.01442,-0.01862,1.00334,-0.93658,0.73517,0.12079,-0.39693,0.44541,-0.78477,-0.7909523488120951,0.0,0.0,0.0,-0.19773808720302377,
2.858,-0.08396,-0.01923,0.99819,-0.9668,-0.06042,-0.12079,-0.39996,0.44541,-0.7878,-0.585048226695423,0.0,0.0,0.0,-0.14626205667385575,
2.907,-0.13302,-0.00854,1.00124,-1.01715,1.07758,-0.3288,-0.39693,0.44541,-0.7878,-0.35736612588436206,0.0,0.0,0.0,-0.08934153147109052,
2.958,-0.08785,-0.01541,1.003,-1.00708,0.4129,-0.23486,-0.3939,0.44541,-0.7878,-0.13315550859012817,0.0,0.0,0.0,-0.033288877147532044,
3.007,-0.0251,-0.01812,1.00231,-0.93658,0.67474,-0.21473,-0.3939,0.44541,-0.79083,-0.11445880215658696,0.0,0.0,0.0,-0.02861470053914674,
3.058,0.02964,-0.02205,0.99957,-0.86609,0.61432,-0.13421,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.107,-0.01251,-0.01953,1.00029,-0.75531,0.93658,0.43617,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.157,-0.00458,-0.02258,0.9996,-0.63446,0.62439,-0.30196,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.207,5.0E-4,-0.02098,1.00105,-0.98694,0.58411,-0.16776,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.258,-0.01015,-0.02956,1.00025,-0.80566,0.43304,-0.26841,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.307,-0.00813,-0.01675,1.00079,-1.09772,0.52368,-0.36907,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.357,-0.00473,-0.02178,1.00018,-0.81573,0.66467,-0.29525,-0.3939,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.408,-0.00626,-0.02422,1.00052,-0.92651,0.58411,-0.10065,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.458,-0.00608,-0.02073,1.00075,-0.81238,0.2887,-0.14315,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.507,0.02388,-0.02022,0.9956,-0.81573,0.36255,-0.28854,-0.39693,0.44541,-0.7878,0.05869117735440832,0.0,0.0,0.0,0.01467279433860208,
3.558,0.01354,-0.04036,1.01868,-1.66168,1.39984,0.98641,-0.39693,0.44541,-0.7878,-0.11916564978645515,0.0,0.0,0.0,-0.029791412446613787,
3.607,0.0462,-0.04253,1.06949,-11.17859,3.25287,-1.14746,-0.3939,0.44541,-0.7878,-0.2288639559409421,0.0,0.0,0.0,-0.05721598898523553,
3.657,-0.03319,-0.03895,1.41792,-5.30731,56.3562,-0.91931,-0.40299,0.44238,-0.78477,-0.11439176525711608,0.0,0.0,0.0,-0.02859794131427902,
3.707,-0.09098,0.03426,1.11553,-1.00708,111.26221,0.75155,-0.45147,0.44238,-0.77265,0.5844879698348097,0.0,0.0,0.0,0.14612199245870242,
3.757,-0.16712,-0.04799,0.67749,1.01715,102.81281,-2.03993,-0.50601,0.44238,-0.76053,0.6801521799693551,0.0,0.0,0.0,0.17003804499233877,
3.808,-0.23052,-0.04208,0.70595,-3.18237,59.48822,4.44221,-0.54843,0.43935,-0.7575,0.3583277274951076,0.0,0.0,0.0,0.0895819318737769,
3.857,-0.27397,4.0E-5,0.71106,-1.61133,30.74615,-0.5234,-0.56661,0.43935,-0.7575,0.11436497247921303,0.0,0.0,0.0,0.028591243119803256,
3.908,-0.36106,-0.03391,0.73578,-2.28607,-0.80566,1.03338,-0.56964,0.43935,-0.7575,-0.11439176525711608,0.0,0.0,0.0,-0.02859794131427902,
3.957,-0.31498,0.01373,0.72357,-1.09772,-31.22955,-0.71129,-0.56358,0.43935,-0.76053,-0.11445880215658696,0.0,0.0,0.0,-0.02861470053914674,
4.007,-0.29648,-0.03662,0.91614,-0.16113,-50.32379,-0.05368,-0.54237,0.43329,-0.76053,-0.21771541634154498,0.0,0.0,0.0,-0.054428854085386245,
4.058,-0.24517,-0.01495,0.95501,2.17529,-54.47296,-2.45597,-0.52116,0.43935,-0.76356,-0.11443197797047105,0.0,0.0,0.0,-0.028607994492617764,
4.107,-0.17654,-0.02544,1.09882,1.33942,-43.71735,-0.42946,-0.49692,0.43935,-0.76659,-0.11439176525711608,0.0,0.0,0.0,-0.02859794131427902,
4.158,-0.11524,-0.01396,0.92461,0.93658,-39.53796,-2.8049,-0.47571,0.44238,-0.76962,0.059735900415953024,0.0,0.0,0.0,0.014933975103988256,
4.207,-0.09457,-0.05791,0.9708,-0.18127,-53.33496,-0.08723,-0.4545,0.44238,-0.77265,-0.11443197797047105,0.0,0.0,0.0,-0.028607994492617764,
4.258,-0.03738,0.01728,1.08696,0.06042,-46.72852,0.10065,-0.42723,0.44541,-0.77871,-0.0583649593593115,0.0,0.0,0.0,-0.014591239839827875,
4.307,-0.0264,-0.04616,1.08639,-1.83289,-30.54474,-0.40933,-0.40905,0.44541,-0.78477,-0.06023330043792019,0.0,0.0,0.0,-0.015058325109480047,
4.357,0.0174,-0.0555,1.03119,-2.76947,-27.19116,1.25482,-0.39693,0.44541,-0.7878,-0.06023330043792019,0.0,0.0,0.0,-0.015058325109480047,
4.408,0.07744,-0.09933,0.92216,-3.55499,-6.4151,-2.91898,-0.39693,0.44541,-0.79083,0.05719923270661278,0.0,0.0,0.0,0.014299808176653194,
4.458,-0.02103,2.5E-4,1.07414,-0.77881,-0.47668,0.94391,-0.39542,0.4439,-0.78932,0.02933677301129536,0.0,0.0,0.0,0.00733419325282384,
4.507,0.00954,0.009,0.98705,-1.03729,0.71503,-0.16776,-0.39693,0.44541,-0.79083,-0.014670369702705546,0.0,0.0,0.0,-0.0036675924256763864,
4.558,-0.02041,-0.02884,0.98015,-0.81573,0.40283,-0.27512,-0.39693,0.44541,-0.79083,-0.014670369702705546,0.0,0.0,0.0,-0.0036675924256763864,
4.607,0.01625,-0.03063,1.02448,-0.74524,-0.08057,-0.2617,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.657,-0.01263,-0.03262,0.9985,-1.01715,0.73517,-0.40933,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.708,-0.00671,-0.01846,0.99636,-0.59418,0.56396,-0.22144,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.757,-2.7E-4,-0.02865,0.99644,-0.66467,0.39276,-0.14092,-0.3939,0.44238,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.807,-0.0106,-0.02151,1.00441,-0.93658,0.60425,-0.00671,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.858,-0.0098,-0.02724,1.00266,-0.87616,0.69489,-0.10065,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.907,-0.00423,-0.0198,1.00132,-1.22864,0.71503,-0.44288,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
4.957,-0.00584,-0.02247,0.99754,-0.9668,0.57404,-0.34893,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.008,-0.00484,-0.02403,1.00159,-1.03729,0.73517,-0.14763,-0.3939,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.057,-0.00759,-0.0259,1.0017,-0.83588,0.67474,-0.14763,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.108,-0.00542,-0.0211,1.00151,-0.79559,0.58411,0.0,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.157,-0.00542,-0.02155,0.99941,-0.78552,0.46326,-0.39591,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.208,-0.00462,-0.02331,0.99918,-0.70496,0.36255,-0.1946,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.257,-0.00584,-0.02071,1.00155,-0.87616,0.4834,-0.22815,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.308,-0.0066,-0.02342,1.00113,-0.97687,0.53375,-0.10736,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.357,-0.00343,-0.02186,1.00025,-0.7251,0.71503,-0.16105,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.407,-0.00549,-0.02216,0.99953,-1.04736,0.61432,-0.27512,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.458,-0.00511,-0.02159,1.00002,-0.81573,0.54382,-0.09394,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.507,-0.00565,-0.02327,1.00071,-0.79559,0.54382,-0.20131,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.557,-0.00702,-0.02216,1.00063,-0.84595,0.75531,-0.18789,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.608,-0.00481,-0.0227,0.99983,-0.77545,0.71503,-0.25499,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.658,-0.00504,-0.02243,0.99934,-0.90637,0.63446,-0.08052,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.707,-0.00397,-0.02174,1.00033,-0.84595,0.37262,-0.20131,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.758,-0.00526,-0.0227,1.00117,-0.76538,0.39276,-0.30867,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.807,-0.00523,-0.02182,1.00029,-0.71503,0.53375,-0.1946,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.858,-0.00488,-0.02186,1.0004,-0.76538,0.66467,-0.01342,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.907,-0.00523,-0.02274,1.00113,-0.93658,0.46326,-0.24828,-0.39693,0.44541,-0.78477,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
5.957,-0.00477,-0.02174,1.00174,-0.91644,0.53375,-0.18789,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.007,-0.00698,-0.02193,1.00147,-0.84595,0.50354,-0.41604,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.057,-0.00607,-0.0227,0.9993,-0.76538,0.60425,0.02684,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.108,-0.00587,-0.02026,1.00117,-0.85602,0.53375,-0.1275,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.157,-0.00595,-0.02441,1.00063,-0.74524,0.62439,-0.20802,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.208,-0.00568,-0.0209,1.00143,-0.92651,0.71503,-0.1946,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.257,-0.00591,-0.02209,0.99987,-0.64453,0.56396,-0.09394,-0.39996,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.307,-0.00393,-0.02357,0.99953,-0.80566,0.75531,-0.08723,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.357,-0.00633,-0.02163,1.00033,-0.74524,0.64453,-0.34893,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.407,-0.00572,-0.02151,1.00128,-0.64453,0.64453,-0.16776,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.458,-0.00454,-0.02281,1.0001,-0.82581,0.63446,-0.18789,-0.39996,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.507,-0.00534,-0.02171,1.00056,-1.02722,0.43304,-0.43617,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.557,-0.00412,-0.02281,1.00033,-0.80566,0.61432,-0.07381,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.607,-0.00481,-0.0219,1.00018,-1.02722,0.54382,-0.12079,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.657,-0.00484,-0.02247,1.00101,-0.93658,0.6546,-0.08723,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.708,-0.00443,-0.02186,1.00033,-0.86609,0.74524,-0.02684,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.757,-0.005,-0.02117,1.00082,-0.80566,0.57404,0.00671,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.807,-0.00507,-0.023,0.99972,-0.70496,0.46326,-0.28183,-0.39996,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.858,-0.00336,-0.023,0.99979,-1.0675,0.54382,-0.20131,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.907,-0.005,-0.02277,1.00063,-0.86609,0.46326,-0.28183,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
6.957,-0.00488,-0.02186,1.0001,-0.8963,0.49347,-0.13421,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.008,-0.00488,-0.02205,1.00006,-0.58411,0.63446,-0.17447,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.057,-0.00565,-0.02132,1.0006,-0.7251,0.50354,0.02013,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.108,-0.00454,-0.02228,1.00067,-0.92651,0.70496,-0.28183,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.157,-0.00576,-0.0219,1.00067,-0.77545,0.62439,-0.25499,-0.3939,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.207,-0.00446,-0.02182,1.00037,-0.76538,0.71503,-0.06039,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.258,-0.00553,-0.02243,1.00094,-0.70496,0.52368,-0.35565,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.307,-0.00511,-0.02121,1.0009,-0.91644,0.69489,-0.17447,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.358,-0.00538,-0.0214,1.0006,-0.77545,0.67474,0.08052,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.407,-0.00412,-0.02354,1.00033,-0.9668,0.75531,-0.00671,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.457,-0.00507,-0.02129,1.00006,-1.12793,0.52368,-0.15434,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.508,-0.00446,-0.02277,0.99972,-0.82581,0.42297,-0.22815,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.557,-0.00393,-0.02201,1.00044,-0.74524,0.67474,-0.21473,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.607,-0.0053,-0.02205,1.00014,-1.01715,0.4834,-0.14763,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.658,-0.00412,-0.02235,1.00044,-0.93658,0.71503,-0.13421,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.707,-0.00626,-0.02136,1.00029,-0.83588,0.64453,-0.1275,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.757,-0.00492,-0.02178,1.00101,-0.62439,0.53375,-0.14763,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.808,-0.00542,-0.0206,1.00101,-0.75531,0.62439,-0.08723,-0.39693,0.44238,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.857,-0.00587,-0.02159,1.00033,-0.95673,0.50354,-0.24828,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.907,-0.00324,-0.02163,1.00063,-0.95673,0.50354,-0.1275,-0.39693,0.44541,-0.7878,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
7.957,-0.00618,-0.02193,1.00025,-0.6546,0.38269,-0.20131,-0.3939,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.008,-0.00412,-0.02163,1.00086,-0.70496,0.73517,-0.36236,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.058,-0.00431,-0.02293,0.99998,-0.70496,0.58411,-0.14763,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.108,-0.00286,-0.02098,1.0004,-0.7251,0.55389,-0.16105,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
8.158,-0.00493,-0.0236,1.00004,-0.73181,0.75867,-0.27289,-0.39693,0.44541,-0.79083,0.009008962259799445,0.0,0.0,0.0,0.002252240564949861,
